Year,Agency,Use Case Name,Retired
2024,Department of Health and Human Services,Program Classification Coding,False
2024,Department of Health and Human Services,RCDC AI Validation Tool,True
2024,Department of Health and Human Services,Remediate Adobe .pdf documents to be more accessible,False
2024,Department of Health and Human Services,Research Performance Progress Report (RPPR) Report Comparison,False
2024,Department of Health and Human Services,Scientific summaries tool,False
2024,Department of Health and Human Services,Semantic group prediction in the UMLS Metathesaurus,False
2024,Department of Health and Human Services,Similarity-based Application and Investigator Matching (SAIM),False
2024,Department of Health and Human Services,SingleCite: Improving single citation search in PubMed,False
2024,Department of Health and Human Services,SRDMS NLP COI,False
2024,Department of Health and Human Services,Stem Cell Auto Coder,False
2024,Department of Health and Human Services,Study Section Clustering Tool (SSCT),False
2024,Department of Health and Human Services,Synonymy prediction in the UMLS Metathesaurus,False
2024,Department of Health and Human Services,TB Case Browser Image Text Detection,False
2024,Department of Health and Human Services,Tech Support Chatbot,False
2024,Department of Health and Human Services,Tool for PO Lookup Assignment (TPAL),False
2024,Department of Health and Human Services,Transformative Research Award Anonymization Check (TRAAC),False
2024,Department of Health and Human Services,Machine learning pipeline for mining citations from full-text scientific articles,True
2024,Department of Health and Human Services,Machine learning system to predict translational progress in biomedical research,True
2024,Department of Health and Human Services,"Assessing developing possible version of ""HHSGPT"" for OIDP-specific internal use",False
2024,Department of Health and Human Services,Informal generative AI research for OIDP's HIV.gov,False
2024,Department of Health and Human Services,Presenting/providing technical assistance on HIV.gov's cautious & transparent use of generative AI,False
2024,Department of Health and Human Services,Utilizing HHSGPT Pilot for writing/editing ,False
2024,Department of Health and Human Services,HHSGPT,False
2024,Department of Health and Human Services,DECIDE,False
2024,Department of Health and Human Services,Document drafting and editing,False
2024,Department of Health and Human Services,Document summarization,False
2024,Department of Health and Human Services,Smart Search,False
2024,Department of Housing and Urban Development,Counterparty Risk Anomaly Detection ,False
2024,Department of Housing and Urban Development,Subledger Data Quality Machine Learning,False
2024,Department of Housing and Urban Development,Automating Draft Counterparty Credit Narrative Reports,False
2024,Department of Housing and Urban Development,Voice of the Customer,False
2024,Department of Housing and Urban Development,Quantitative Text Analysis,True
2024,Department of Housing and Urban Development,Translation of Digital Media,False
2024,National Aeronautics and Space Administration,NextGen Advanced Methods: Air Traffic Control System Command Center (ATCSCC) Webinar Speech2Text and Analysis,False
2024,National Aeronautics and Space Administration,NextGen Data Analytics: Letters of Agreement,False
2024,National Aeronautics and Space Administration,AEGIS: Autonomous Exploration for Gathering Increased Science,False
2024,National Aeronautics and Space Administration,ASPEN Mission Planner,False
2024,National Aeronautics and Space Administration,CLASP Coverage Planning & Scheduling,False
2024,National Aeronautics and Space Administration,Enhanced AutoNav for Perseverance Rover on Mars,False
2024,National Aeronautics and Space Administration,Mars2020 Rover (Perseverance),False
2024,National Aeronautics and Space Administration,MLNav (Machine Learning Navigation),False
2024,National Aeronautics and Space Administration,Perseverance Rover on Mars - Terrain Relative Navigation,False
2024,National Aeronautics and Space Administration,SPOC (Soil Property and Object Classification),False
2024,National Aeronautics and Space Administration,Volcano SensorWeb,False
2024,National Aeronautics and Space Administration,NASA OCIO STI Concept Tagging Service,False
2024,National Aeronautics and Space Administration,Autonomous WAiting Room Evaluation (AWARE),False
2024,National Aeronautics and Space Administration,Onboard Planner for Mars2020 Rover (Perseverance),False
2024,National Aeronautics and Space Administration,"SensorWeb: Volcano, Flood, Wildfire, and others.",False
2024,National Aeronautics and Space Administration,"Global, Seasonal Mars Frost Maps",False
2024,National Aeronautics and Space Administration,Purchase Card Management System (PCMS),False
2024,National Aeronautics and Space Administration,New Technology and Software Reporting (NTR),False
2024,National Science Foundation,"ServiceNow GenAI ""Now Assist""",False
2024,National Science Foundation,Budget Area Topic Classification Tool,False
2024,National Science Foundation,AI voice over,False
2024,National Science Foundation,Adobe Photoshop,False
2024,National Science Foundation,Resubmit Checker ,False
2024,National Science Foundation,AWS Assisted Software Development,False
2024,National Science Foundation,Mine Potential Reviewer's Area of Expertise,False
2024,National Science Foundation,Finding the State,False
2024,National Science Foundation,Enhancing TIP Awards: Efficient Tagging for the 10 Key Technology Areas (KTA),False
2024,National Science Foundation,Data Access Alternatives: Artificial Intelligence Supported Interfaces,False
2024,National Science Foundation,FOIA processing,False
2024,National Science Foundation,Alt text Generator for Images in NSF's Media Hub,False
2024,National Science Foundation,Exploring the use of BERTopic Modeling for a portfolio analysis,False
2024,National Science Foundation,Open-source topic identification for the Public Engagement with Science Initiative data analysis.,False
2024,National Science Foundation,Hand-written text extraction using Textract for the Public Engagement with Science Initiative,False
2024,National Science Foundation,Ask NSF Initial Pilot,False
2024,Office of Personnel Management,USA Class,False
2024,Office of Personnel Management,Copilot for Microsoft 365,False
2024,Social Security Administration,Insight,False
2024,Social Security Administration,Intelligent Medical Language Analysis Generation (IMAGEN),False
2024,Social Security Administration,Duplicate Identification Process,False
2024,Social Security Administration,Handwriting Recognition of Forms; Intelligent Document Processing Platform - Forms Classification and Data Extraction ,False
2024,Social Security Administration,Modernized Development Worksheet (MDW),False
2024,Social Security Administration,Anomalous iClaim Predictive Model,False
2024,Social Security Administration,Pre-Effectuation Review / Targeted Denial Review Models,False
2024,Social Security Administration,Representative Payee Misuse Model,False
2024,Social Security Administration,Continuing Disability Review Model,False
2024,Social Security Administration,Social Security Income Redetermination Model,False
2024,Social Security Administration,Proactive Triage and Analysis of Hearings (PATH),False
2024,Social Security Administration,Quick Disability Determinations Model,False
2024,Social Security Administration,Mobile Wage Reporting (MOBWR) ,False
2024,Social Security Administration,SSA 800# Public Question & Answer Bot,False
2024,Social Security Administration,Generative AI for Analytic Insights,False
2024,Social Security Administration,PolicyNet Plain Language Search Engine,False
2024,Social Security Administration,Speech to Text Video Transcription,False
2024,Social Security Administration,Customer Insight Tool,False
2024,Social Security Administration,Benefit and Earnings Public Use File,False
2024,Social Security Administration,Therapy Chatbot - Text-Based Mental Health Support for SSA Employees,False
2024,Social Security Administration,Agency Support Companion (ASC) chatbot,False
2024,Social Security Administration,Intelligent generation of modernized code.,False
2024,Social Security Administration,Data Governance Product (DGP) -  Data cataloging and predictive analysis of data assets. ,False
2024,Department of State,Product Service Code Automation ML Model,True
2024,Department of State,Tailored Integration Logistics Management System (ILMS) User Analytics,True
2024,Department of State,Property and Procurement Analytics,False
2024,Department of State,AI input in Translation,False
2024,Department of State,FOIA Web ML Document Indexer,False
2024,Department of State,BudgetChat AI Tool,False
2024,Department of State,Travel.state.gov (TSG) Content Refinement with AI Text Editor,False
2024,Department of State,Predictive Analytics Platform,False
2024,Department of State,Consular Affairs Photo Quality Service (PQS) / FaceVACS,False
2024,Department of State,Innovation and Transformation Measurement and Prediction,False
2024,Department of State,Evaluating Customer Feedback and Sentiments with AI,False
2024,Department of State,Translation of Consular Content using AI,False
2024,Department of State,Travel.State.Gov (TSG) Enhanced Search and Chatbot  ,False
2024,Department of State,CodeGen - AI-assisted IT Application Development,False
2024,Department of State,Violence Against Civilians Model,False
2024,Department of State,Automated Damage Assessments,True
2024,Department of State,Automated Burning Detection ,True
2024,Department of State,Senturion Alpha,False
2024,Department of State,Mass Mobilization Model,False
2024,Department of State,Apptio,False
2024,Department of State,DT Data Analytics and Assessment (DAA) AI Use Case ITCP data harvest,False
2024,Department of State,ServiceNow AI-Powered Virtual Agent (Chatbot),True
2024,Department of State,POA&M Orchestration,False
2024,Department of State,NLP for Foreign Assistance Appropriations Analysis,False
2024,Department of State,ForeignAssistance.gov Processing for Mismatched Data,False
2024,Department of State,Creating Persistent Virtual Reality Personas for dynamic training,False
2024,Department of State,FSI Enterprise Operations - Gaming and Simulations,False
2024,Department of State,FSI Continuous Learning Solutions,False
2024,Department of State,Enhancing Training Effectiveness in FSILearn Using AI,False
2024,Department of State,J Reports Data Collection & Management Tool (DCT),False
2024,Department of State,TIP Report Research Translation,False
2024,Department of State,FOIA 360 AI Matching Tool,False
2024,Department of State,StateChat,False
2024,Department of State,Crisis Campaign Cable Analytics,True
2024,Department of State,NLP to pull key information from unstructured text,False
2024,Department of State,ECA Program Management and Outreach - Summarization,False
2024,Department of State,Storyzy,False
2024,Department of State,Optical Character Recognition - Text Extraction,True
2024,Department of State,Topic Modeling,True
2024,Department of State,Forecasting,True
2024,Department of State,Deepfake Detector,True
2024,Department of State,SentiBERTIQ,True
2024,Department of State,TOPIQ,True
2024,Department of State,Text Similarity,True
2024,Department of State,Image Clustering,True
2024,Department of State,Louvain Community Detection,True
2024,Department of State,Fast Text Word Builder,True
2024,Department of State,Digital Media Analytics Platform,False
2024,Department of State,Geospatial Mapping of Historical Survey Data,True
2024,Department of State,AI Tools to Enhance PD Workflows,False
2024,Department of State,LEO - Budget Office Inquiries,False
2024,Department of the Treasury,Collections Chatbot,False
2024,Department of the Treasury,Systran Translation Software,False
2024,Department of the Treasury,Automated Underreporter (AUR) Voicebot,False
2024,Department of the Treasury,Employee Resource Center (ERC) Chatbot,False
2024,Department of the Treasury,Robotic Process Automation for Form 941-X Extraction,False
2024,Department of the Treasury,Taxpayer Services Chatbot,False
2024,Department of the Treasury,Winnie Chatbot for Employee IT FAQs,False
2024,Department of the Treasury,DATA Act Bot for Procurement Data Matching,False
2024,Department of the Treasury,Taxpayer Services Form 1040 Voicebot,False
2024,Department of the Treasury,Where's My Refund and Where's My Amended Return Voicebot,False
2024,Department of the Treasury,Simulation of the Nation (SimoN) Synthetic Data Engine,False
2024,Department of the Treasury,Machine Translation,False
2024,Department of the Treasury,Economic Impact Payment (EIP) FAQ Voicebot,False
2024,Department of the Treasury,One-Time Payment Voicebot,False
2024,Department of the Treasury,FAQs / Notice Clarifications Voicebot,False
2024,Department of the Treasury,Advance Child Tax Credit (AdvCTC) Voicebot,False
2024,Department of the Treasury,Small Business/Self Employed (SBSE) FAQ Voicebot,False
2024,Department of the Treasury,Insolvency and Offer in Compromise Voicebot,False
2024,Department of the Treasury,Financial Relief Voicebot,False
2024,Department of the Treasury,Generative AI Toolbox for Contract Document Assistance,False
2024,Department of the Treasury,Integrate Google Doc AI for Digitalization,False
2024,Department of the Treasury,Modernization Accelerator - Legacy Applications Chatbot & Code Conversion,False
2024,Department of the Treasury,Modernization Accelerator - International Business Machines (IBM) Cognitive Data Mapper (CDM) and AWS SageMaker+LLAMA,False
2024,Department of the Treasury,Joint Committee on Taxation Research Aide,False
2024,Department of the Treasury,Technical Demo of Large Language Models for Code Development,False
2024,Department of the Treasury,Internal Revenue Manual Research Aid (IRMA),False
2024,Department of the Treasury,Tax Payer Notice Modernization,False
2024,Department of the Treasury,Enable Face ID to unlock M365 apps on Government iPhone and iPad,False
2024,Department of the Treasury,Data Integration using Informatica Data Management Cloud,False
2024,Department of the Treasury,Answering Employee Questions with Natural Language Processing in IRWorks,False
2024,Department of the Treasury,Compliance Data Warehouse Data Access Log Monitoring,False
2024,Department of the Treasury,Volunteer Income Tax Assistance (VITA) Generative AI Chatbot Proof of Concept,False
2024,Department of the Treasury,Ask-CFO Research Aide,False
2024,Department of the Treasury,Redaction Studio - Redaction Assistant,False
2024,Department of the Treasury,Intelligent Document Management System (IDMS),False
2024,Department of the Treasury,Taxpayer 90 (Palantir prototype),False
2024,Department of the Treasury,Expanded Systran Translation Software,False
2024,Department of the Treasury,Transcription -- Evidence.com,False
2024,Department of the Treasury,Digital Forensics Chatbot for IRS Employees,False
2024,Department of the Treasury,Generative AI for Form 1040X: Tax Examiner Assistant,False
2024,Department of the Treasury,ServiceNow Generative AI Pilot,False
2024,Department of the Treasury,Circular Dependencies (Individual Master File Modernization),False
2024,Department of the Treasury,Synthetic Test Data Generation (Individual Master File Modernization),False
2024,Department of the Treasury,Auto Tech Debt Remedy (Individual Master File Modernization),False
2024,Department of the Treasury,M365 Copilot,False
2024,Department of the Treasury,Copilot for Power Platform,False
2024,Department of the Treasury,Copilot for M365 (Criminal Investigation Unit),False
2024,Department of the Treasury,Automated Collection System (ACS) Voicebot,False
2024,Department of the Treasury,Customer Experience Analytics,False
2024,Department of the Treasury,Exercise Design,False
2024,Department of the Treasury,Incident Coordination and Reporting Support,False
2024,Department of the Treasury,EFTPS Fraud Monitoring,False
2024,Department of the Treasury,Digitization of Microfilm,False
2024,Department of the Treasury,Check Fraud Pipeline,False
2024,United States Agency for International Development,Gender differentiated credit scoring,True
2024,United States Agency for International Development,Using ML for predicting treatment interruption among PLHIV in Nigeria,True
2024,United States Agency for International Development,Machine Learning for Peace,False
2024,United States Agency for International Development,Long-term impacts of land-use/land-cover dynamics on surface water quality in Botswanas reservoirs using satellite data and artificial intelligence methods: Case study of the Botswanas Limpopo River Basin (1984-2019),True
2024,United States Agency for International Development,Morogoro youth empowerment through establishment of social innovation (YEESI) lab for problem-centered training in machine vision,True
2024,United States Agency for International Development,Breakthrough RESEARCHs Social Media Listening,True
2024,United States Agency for International Development,Serbia: AI predictions for the utilization of hospital beds,True
2024,United States Agency for International Development,Qure.AI integrated in mobile X-ray screening to improve community TB case finding,False
2024,United States Agency for International Development,AI for Predictive Analysis of patients on HIV treatment,True
2024,United States Agency for International Development,Private Sector Engagement Evidence Gap Map Analytical Pilot,True
2024,United States Agency for International Development,Risk-based modeling of poacher movements in protected areas,True
2024,United States Agency for International Development,CARI/El Salvador: Risk factors at community level that cause Internal Displacement,True
2024,United States Agency for International Development,"Chemonics International Inc.'s ""Disinformation Monitoring and Sentiment Analysis""",True
2024,United States Agency for International Development,PEER 8-161: A wood species identification tool to aid in compliance and enforcement of Peruvian timber regulations,True
2024,United States Agency for International Development,PEER 9-452: Long-term impacts of land-use/land-cover dynamics on surface water quality in Botswanas reservoirs using satellite data and artificial intelligence methods: Case study of the Botswanas Limpopo River Basin (1984-2019),True
2024,United States Agency for International Development,BA Cote d'Ivoire Public Social Media Data,True
2024,United States Agency for International Development,USING PREDICTIVE ANALYTICS TO IMPROVE CARE,False
2024,United States Agency for International Development,Smart Supervision Platform - Superintendencia Financiera de Colombia (Colombian Financial Regulator),True
2024,United States Agency for International Development,Feed the Future Innovation Lab for Applied Wheat Genomics,True
2024,United States Agency for International Development,Market segmentation,True
2024,United States Agency for International Development,Climate-based malaria forecast,False
2024,United States Agency for International Development,Covid Decision Support,True
2024,United States Agency for International Development,Artificial Intelligence for observing Hand Hygiene,True
2024,United States Agency for International Development,Cough Against Covid,True
2024,United States Agency for International Development,Automated interpretation of Line Probe Assay strips using computer vision,False
2024,United States Agency for International Development,Prediction of risk for Loss to Follow Up (LFU) among TB patients using AI,False
2024,United States Agency for International Development,Leveraging Artificial Intelligence for TB screening,True
2024,United States Agency for International Development,"Social listening to inform youth programming in Colombia (previously ""Communications Strategy"")",True
2024,United States Agency for International Development,AI Pilot- Detection of data exfiltration,True
2024,United States Agency for International Development,Global Antimicrobial Resistance Surveillance System,True
2024,United States Agency for International Development,GXAlert,True
2024,United States Agency for International Development,DataToCare,True
2024,United States Agency for International Development,CAD4TB: AI-Powered Tuberculosis Detection Software,True
2024,United States Agency for International Development,DeepGreen Ukraine,True
2024,United States Agency for International Development,"National Park information classification using AI, Garamba National Park, DRC",True
2024,United States Agency for International Development,"Wildlife identification using computer vision (Mbaza), DRC",True
2024,United States Agency for International Development,AI-enabled presentation design,False
2024,United States Agency for International Development,"AI tools for learning, evaluation, and research",False
2024,United States Agency for International Development,AI-enabled classification for Standardized Program Structure and Definitions,False
2024,United States Agency for International Development,MENA Assessment Chatbot,False
2024,United States Agency for International Development,Generating reports for program monitoring and evaluation and literature reviews and syntheses to inform activity design and contribute to learning and knowledge management,False
2024,United States Agency for International Development,AI tools for grant application application review,False
2024,United States Agency for International Development,Natural Language Processing to detect gender-based violence in Kenya,False
2024,United States Agency for International Development,Identifying harmful social media content in Sinhala and Tamil,False
2024,United States Agency for International Development,Value4Her Connect Digital Platform,False
2024,United States Agency for International Development,"SERVIR Agriculture and Food Security: SERVIR is using machine learning techniques to interpret satellite data to improve crop area, crop type, crop condition, and yield estimates at the scale of 10s of meters, aggregated to country, district, province, or country.",False
2024,United States Agency for International Development,"SERVIR Water Security: SERVIR is applying deep learning on in situ and global/regional hydrologic forecasts to fill gaps in historic and recent streamflow and river elevation estimates, and improve streamflow forecasts, to a vertical precision of meters to centimeters, potentially for thousands to millions or river reaches worldwide.",False
2024,United States Agency for International Development,"SERVIR Ecosystem and Carbon Management: Automation of land cover and change mapping, including forest disturbance due to roads and mining. SERVIR is applying machine learning and deep learning techniques on satellite data to automate the classification and identification of land surface activities at the scale of 10s of meters.",False
2024,United States Agency for International Development,"SERVIR Weather & Climate Resilience: Short-term and seasonal weather prediction and hazard mapping. SERVIR is mapping floods and landslides with machine learning classification techniques, on the order of 10m to 10km. SERVIR is exploring the performance of weather foundational models versus numerical weather predictions on the 4-10km scale.",False
2024,United States Agency for International Development,"SERVIR Air Quality and Health: Processing modeled air quality forecasts and assimilating large volumes of data from satellite instruments. SERVIR is downscaling satellite- and model-derived air quality predictions with neural networks, down to 5km spatial resolution.",False
2024,United States Agency for International Development,Amazonía Mia - AI for environmental law enforcement in Colombia,False
2024,United States Agency for International Development,Knowledge management and situational awareness for civil society in Colombia,False
2024,United States Agency for International Development,Virtual host for attendees of the Invest for Climate activity,False
2024,United States Agency for International Development,Farmer support chatbot in Colombia,False
2024,United States Agency for International Development,"LIDA: Instant Messaging System in the Family Commissioner's Office of Montería - Córdoba, Colombia",False
2024,United States Agency for International Development,AI assistant for Colombia Partners for Transparency,False
2024,United States Agency for International Development,Twitter trend analysis in Colombia,False
2024,United States Agency for International Development,Project Data Machine: Open governance data in Colombia,False
2024,United States Agency for International Development,Mibanco: Equitable Finance Activity in Colombia,False
2024,United States Agency for International Development,Remote sensing for land cover identificiation in Colombia,False
2024,United States Agency for International Development,AI to support road construction in rural Colombia,False
2024,United States Agency for International Development,Mobile application for reading rapid cryptococcosis tests,False
2024,United States Agency for International Development,Chatbot to respond to teachers' questions about how to prevent student dropout,False
2024,United States Agency for International Development,Predictive analytics model to predict HIV Treatment Interruption Risk,False
2024,United States Agency for International Development,Anti-Money Laundering and Shareholders Transparency IT System,False
2024,United States Agency for International Development,AI analysis of Moldova's media content and social media landscape,False
2024,United States Agency for International Development,"""Bu Mira"" financial inclusion chatbot",False
2024,United States Agency for International Development,Machine translation for communication with country teams,False
2024,United States Agency for International Development,E-Audit system for the tax department in Jordan,False
2024,United States Agency for International Development,Crop2Cash National Hotline for Agriculture,False
2024,United States Agency for International Development,FarmerChart,False
2024,United States Agency for International Development,Automated due diligence for corruption risks,False
2024,United States Agency for International Development,AI-powered portal for the Development Experience Clearinghouse,False
2024,United States Agency for International Development,ARTS - Automated Indirect Cost and Tracking System,False
2024,United States Agency for International Development,Crop pest identification and advisory,False
2024,United States Agency for International Development,AI-enabled agricultural logistics in Mozambique,False
2024,United States Agency for International Development,Using AI to detect information manipulation,False
2024,United States Agency for International Development,HelloTask: multichannel job platform for blue-collar workers,False
2024,United States Agency for International Development,Georgian speech-to-text transcription,False
2024,United States Agency for International Development,Skhivi: AI tools for Georgian journalists,False
2024,United States Agency for International Development,Intelligent forecasting for Family Planning products (Cote d'Ivoire),False
2024,United States Agency for International Development,Intelligent forecasting for Malaria products (Cote d'Ivoire),False
2024,United States Agency for International Development,Intelligent forecasting for Routine Vaccines (Serbia),False
2024,United States Agency for International Development,Intelligent forecasting for COVID-19 vaccines (Mali),False
2024,United States Agency for International Development,Intelligent forecasting for TB products (Indonesia),False
2024,United States Agency for International Development,Drip irrigation system with AI control,False
2024,United States Agency for International Development,Streamlining recruitment with AI-powered online testing,False
2024,United States Agency for International Development,Qualitative Analysis of Countering Violent Extremism (CVE) Community Perception Data,True
2024,United States Agency for International Development,AI-based translation for key Global Health documents,False
2024,United States Agency for International Development,Retrieval-augmented generation for government-to-government due diligence,False
2024,United States Agency for International Development,ESDB/IDEA Series Classification,False
2024,United States Agency for International Development,CDR Document Data Improvement with AI,False
2024,United States Agency for International Development,Evaluation Registry Abstracts Generator,False
2024,United States Agency for International Development,FADB QA Support Automation,False
2024,United States Agency for International Development,TOSSD Data Curation Automation,False
2024,United States Agency for International Development,BHA/DMEAL: Application Review Processes Automation,False
2024,United States Agency for International Development,BHA/DDAIM: Decision Support via CHOPP,False
2024,United States Agency for International Development,GenDev Key Issue Narrative Generation,False
2024,United States Agency for International Development,USAID CDM-XDR (Extended Detection and Response),False
2024,United States Agency for International Development,Boomitra: Accelerating soil carbon removal on a planetary scale.,False
2024,United States Agency for International Development,"DARTS: Accurate, accountable cash transfer data and reconciliation",False
2024,United States Agency for International Development,EYouth: Learning and training opportunities for refugees and host communities,False
2024,United States Agency for International Development,Ignitia: AI-powered weather forceasts for smallholder farmers,False
2024,United States Agency for International Development,SKAI: Large-scale assessment of building damage,False
2024,United States Agency for International Development,NEMO: Real-time categorization of hotline calls,False
2024,United States Agency for International Development,"WFP AI Sandbox: Platform to innovate, pilot, and scale AI models and use cases",False
2024,United States Agency for International Development,Enhancing Smart Agriculture in Rural Africa,False
2024,United States Agency for International Development,Emata: Affordable digital finance for farmers,False
2024,United States Agency for International Development,SoilPro 2.0: Advancing impact monitoring & monetization,False
2024,United States Agency for International Development,RAG system for FEWS NET food security reports,False
2024,United States Agency for International Development,Generating SQL queries from natural language,False
2024,United States Agency for International Development,API queries from natural language prompts,False
2024,United States Agency for International Development,Interactive exploration of FEWS NET food security reports,False
2024,United States Agency for International Development,Media synthesis for food security,False
2024,United States Agency for International Development,"AI translation of water, sanitation, and hygiene learning materials",False
2024,United States Agency for International Development,Labeling and classifying food security activities,True
2024,United States Agency for International Development,SOPHIA: Solutions Platform for Humanitarian analysis,False
2024,United States Agency for International Development,DEEP: Data Entry and Exploration Platform,False
2024,United States Agency for International Development,AI for humanitarian logistics,True
2024,United States Agency for International Development,"SMARTplus: digital system for fast, reliable malnutrition data tackling the health-crisis in Somalia",False
2024,United States Agency for International Development,HOPE and HELP: Modeling for complex humanitarian engagement,False
2024,United States Agency for International Development,Advanced language technology in marginalized languages for efficient information gathering,False
2024,United States Agency for International Development,Camp forecast: AI-driven supply chain forecasting to reach 7% more refugees without spending more,False
2024,United States Agency for International Development,Humanitarian language toolkit: AI-enabled qualitative engagement with conflict populations,False
2024,United States Agency for International Development,Chatbot photo diagnosis for malnutrition,False
2024,United States Agency for International Development,PathVis: A water monitoring device for Vibrio cholerae detection,False
2024,United States Agency for International Development,NeedsBot - Aggregating real-time needs from anywhere via chatbot,False
2024,United States Agency for International Development,Using technology to combat violence against female refugees,False
2024,United States Agency for International Development,AutoAnthro: 3D scanning for improved malnutrition assessment in conflict areas,False
2024,United States Agency for International Development,Machine learning enabled safe water optimization tool for humanitarian response,False
2024,United States Agency for International Development,Combatting health misinformation in Yemen,False
2024,United States Agency for International Development,AI-enabled air raid sirens and war crime documentation,False
2024,United States Agency for International Development,AI tools for volunteer mapping,False
2024,United States Agency for International Development,Chatbot to provide accurate COVID-19 information,False
2024,United States Agency for International Development,Imagery authentication from conflict zones,False
2024,United States Agency for International Development,Tracking COVID-19 misinformation on social media,False
2024,United States Agency for International Development,Bambara language processing tool,False
2024,Department of Agriculture,Repair Spend,False
2024,Department of Agriculture,ARS Project Mapping,False
2024,Department of Agriculture,NAL Automated Indexing,False
2024,Department of Agriculture,Predictive Modeling of Invasive Pest Species,False
2024,Department of Agriculture,Detection of Pre-symptomatic HLB Infected Citrus,True
2024,Department of Agriculture,High Throughput Phenotyping in Citrus Orchards,True
2024,Department of Agriculture,Detection of Aquatic Weeds,True
2024,Department of Agriculture,Automated Detection & Mapping of Host Plants from Ground Level Imagery,True
2024,Department of Agriculture,Democratizing Data,False
2024,Department of Agriculture,Land Change Analysis Tool (LCAT),False
2024,Department of Agriculture,OCIO/CDO Council Comment Analysis Tool,False
2024,Department of Agriculture,Retailer Receipt Analysis,False
2024,Department of Agriculture,Ecosystem Management Decision Support System (EMDS),False
2024,Department of Agriculture,Cross-Laminated Timber (CLT) Knowledge Database,False
2024,Department of Agriculture,Raster Tools,False
2024,Department of Agriculture,TreeMap and FuelMap (all versions),False
2024,Department of Agriculture,Landscape Change Monitoring System (LCMS),False
2024,Department of Agriculture,Forest Health Detection Monitoring,False
2024,Department of Agriculture,Cropland Data Layer,False
2024,Department of Agriculture,List Frame Deadwood Identification,False
2024,Department of Agriculture,Climate Change Classification NLP,False
2024,Department of Agriculture,Video Surveillance System,False
2024,Department of Agriculture,Aquisition Approval Request Compliance Tool,False
2024,Department of Agriculture,Operational Water Supply Forecasting for Western US Rivers,False
2024,Department of Agriculture,Standardization of Cut Flower Business Names for Message Set Data,True
2024,Department of Agriculture,Intelligent Ticket Routing,False
2024,Department of Agriculture,Predictive Maintenance Impacts,False
2024,Department of Agriculture,Artificial Intelligence SPAM Mitigation Project,True
2024,Department of Agriculture,Approximate String Matching (aka fuzzy matching) to Standardize Data,False
2024,Department of Agriculture,Automated PDF Document Processing and Information Extraction,False
2024,Department of Agriculture,Census Propensity Scores via ML,False
2024,Department of Agriculture,Ecological Site Descriptions (Machine Learning),True
2024,Department of Agriculture,Conservation Effects Assessment Project,False
2024,Department of Agriculture,Digital Imagery (no-change) for NRI Program,False
2024,Department of Agriculture,Nutrition Education & Local Access Dashboard,False
2024,Department of Agriculture,Survey Text Remarks Value Scoring,False
2024,Department of Agriculture,Survey Outlier Detection Model,False
2024,Department of Agriculture,Multilingual Translation of Recalls and Public Health Alerts,False
2024,Department of Agriculture,Genomic Analyses of Pathogen Subtypes,False
2024,Department of Agriculture,Foodborne Illness Source Attribution,False
2024,Department of Agriculture,Public Comments Analysis,False
2024,Department of Agriculture,Rangeland Analysis Platform,False
2024,Department of Agriculture,Predictive Cropland Data Layer,False
2024,Department of Agriculture,Dam Inspection Report Document Processing,False
2024,Department of Agriculture,Portfolio Approval and Management (PAM) Bot,False
2024,Department of Agriculture,GIS Invasive Tree Extraction for Field Level Users,False
2024,Department of Agriculture,DISTRIB-II: Habitat Suitability of Eastern United States Tree,False
2024,Department of Agriculture,FSA FLP Chatbot,False
2024,Department of Agriculture,ROE Document Recognition - RoeDR,False
2024,Department of Agriculture,IRIS,False
2024,Department of Agriculture,Ticket Resolution Categorization (Incident/Change),False
2024,Department of Agriculture,Ticket Templatization,False
2024,Department of Agriculture,File Rename Automation,False
2024,Department of Agriculture,Rapid Drafting of ARS Research Summaries,False
2024,Department of Agriculture,DS Hub Geo-metadata generation,False
2024,Department of Agriculture,Dynamic Soils Hub ,False
2024,Department of Agriculture,Cover Crop Mapping,False
2024,Department of Agriculture,Planting Date Detection,False
2024,Department of Agriculture,Acreage and Crop Type Validation,False
2024,Department of Agriculture,U.S. Poultry Operations and Populations Dataset,False
2024,Department of Agriculture,Equine Operations and Populations Dataset for the U.S.,False
2024,Department of Agriculture,NASS - Naggle 2.0 Automated Editing Tool,False
2024,Department of Agriculture,County-level remotely-sensed corn and soybean yield estimation,False
2024,Department of Agriculture,NASSportal Intranet Bot,False
2024,Department of Agriculture,XyloTron/XyloPhone Wood Identification System,False
2024,Department of Agriculture,Incident Invoice Document Understanding,False
2024,Department of Agriculture,Forest disease detection and screening,False
2024,Department of Agriculture,Use of LLMs for data extraction,False
2024,Department of Agriculture,IPWG Application Survey Analysis,False
2024,Department of Agriculture,Fire Resilent Landscapes,False
2024,Department of Agriculture,PC Rasterize,False
2024,Department of Agriculture,Spread and Balance Sample Design,False
2024,Department of Agriculture,"Regression, Classification, Clustering with Hilbert Curves",False
2024,Department of Agriculture,"The Big Data, Mapping, and Analytics Platform (BIGMAP) Project",False
2024,Department of Agriculture,BirdNET to detect bird vocalizations for research and species monitoring,False
2024,Department of Agriculture,Hurricane impact descriptions,False
2024,Department of Agriculture,Predictive flood modeling,False
2024,Department of Agriculture,FuelCast,False
2024,Department of Agriculture,R1 Forest Vegetation Modeling,False
2024,Department of Agriculture,ESRI Support Chat Bot,False
